Kod,Unvan,City,BagimsizDenetim,Url,centerAddress,electronicEmailAddress,internet,companyTime,bagimsizDenetimKurulusu,dahilOlduguEndeksler,Sektor,islemGorduguPazarlar
TAMFA,TAM FİNANS FAKTORİNG A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2188-tam-finans-faktoring-a-s,Fulya Mah. Büyükdere Cad. No:76 Quasar İstanbul Ofis No: 123 Kat:3 Şişli / İstanbul,invest@tamfinans.com.tr,http://www.tamfinans.com.tr/,Şirket süresiz olarak kurulmuştur.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
TNZTP,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.,İZMİR,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5261-tapdi-oksijen-ozel-saglik-ve-egitim-hizmetleri-sanayi-ticaret-a-s,"KOŞUYOLU CAD. 506 SOKAK NO:2 ŞİRİNYER 
BUCA / İZMİR",yatirim@tinaztepe.com,https://tinaztepe.com,Süresiz,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,BIST YILDIZ / BIST HİZMETLER / BIST 500 / BIST HALKA ARZ / BIST İZMİR / BIST TÜM / BIST TÜM-100,EĞİTİM SAĞLIK SPOR VE EĞLENCE HİZMETLERİ / İNSAN SAĞLIĞI VE SOSYAL HİZMETLER,YILDIZ PAZAR
TARKM,TARKİM BİTKİ KORUMA SANAYİ VE TİCARET A.Ş.,MANİSA,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5023-tarkim-bitki-koruma-sanayi-ve-ticaret-a-s,Turgut Özal mah. Turgutlu cad. No:287 Şehzadeler - Manisa,info@tarkimbk.com.tr,www.tarkimbk.com.tr,Süresiz,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,"BIST TÜM / BIST YILDIZ / BIST SINAİ / BIST TÜM-100 / BIST KİMYA, PETROL, PLASTİK / BIST HALKA ARZ / BIST 500 / BIST MANİSA",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,YILDIZ PAZAR
TATGD,TAT GIDA SANAYİ A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1091-tat-gida-sanayi-a-s,Taşdelen Mahallesi Sırrı Çelik Bulvarı No:7 Çekmeköy/İstanbul,tatgida@tat.com.tr --- yatirimciiliskileri@tat.com.tr,www.tatgida.com,Sınırsız,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,"BIST YILDIZ / BIST TÜM / BIST TÜM-100 / BIST 500 / BIST GIDA, İÇECEK / BIST BURSA / BIST SÜRDÜRÜLEBİLİRLİK / BIST SINAİ / BIST KURUMSAL YÖNETİM","İMALAT / GIDA, İÇECEK VE TÜTÜN",YILDIZ PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
TATEN,TATLIPINAR ENERJİ ÜRETİM A.Ş.,İSTANBUL,REFORM BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5850-tatlipinar-enerji-uretim-a-s,"Barbaros Mahallesi, Ihlamur Bulvarı, F Blok, No:4B, İç Kapı No:1, Ataşehir, İstanbul",info@tatlipinarenerji.com.tr,www.tatlipinarenerji.com.tr,Süresiz,REFORM BAĞIMSIZ DENETİM A.Ş.,BIST TÜM / BIST TÜM-100 / BIST ELEKTRİK / BIST HALKA ARZ / BIST 500 / BIST HİZMETLER / BIST YILDIZ / BIST BALIKESİR,ELEKTRİK GAZ VE SU / ELEKTRİK GAZ VE BUHAR,YILDIZ PAZAR
TAVHL,TAV HAVALİMANLARI HOLDİNG A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1452-tav-havalimanlari-holding-a-s,"Vadistanbul Bulvar, Ayazaga Mahallesi, Azerbaycan Caddesi, 2C Blok No:3L/6 34485 Sarıyer/Istanbul",TAVInvestorRelations@tav.aero,www.tavhavalimanlari.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST TÜM / BIST 500 / BIST 100 / BIST YILDIZ / BIST İSTANBUL / BIST HOLDİNG VE YATIRIM / BIST SÜRDÜRÜLEBİLİRLİK / BIST MALİ / BIST KURUMSAL YÖNETİM / BIST 100-30 / BIST 50,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,YILDIZ PAZAR
TEBFA,TEB FAKTORİNG A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/3025-teb-faktoring-a-s,GAYRETTEPE MAHALLESİ YENER SOKAK NO:1 K:7-8 BEŞİKTAŞ/İSTANBUL,tebfyatirimciiliskileri@tebfaktoring.com.tr,www.tebfaktoring.com.tr,Süresiz,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
TEBCE,TEB FİNANSMAN A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2147-teb-finansman-a-s,Gayrettepe Mahallesi Yener Sokak No:1 Kat:3-4 34349       Beşiktaş / İstanbul,info@tebcetelem.com.tr,www.tebcetelem.com.tr,Süresiz,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
TEKTU,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.,İSTANBUL,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1092-tek-art-insaat-ticaret-turizm-sanayi-ve-yatirimlar-a-s,"Ömer Avni Mah. İnönü Cad. Dersan Han Blok N46 İç Kapı N6 Beyoğlu / İSTANBUL 
TEL:0212 471 61 16-0212 471 61 19 FAKS:0212 698 97 70",info@tek-artinsaat.com,www.tek-artinsaat.com,SÜRESİZ,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,BIST TÜM / BIST ANA / BIST TÜM-100 / BIST TURİZM / BIST ANTALYA / BIST 500 / BIST HİZMETLER,OTELLER VE LOKANTALAR / KONAKLAMA,ANA PAZAR
TKFEN,TEKFEN HOLDİNG A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1470-tekfen-holding-a-s,"Kültür Mahallesi, Tekfen Sitesi Budak Sokak, A Blok, No:7
Ulus - Beşiktaş 34340 İstanbul",tekfen@tekfen.com.tr --- investor@tekfen.com.tr,www.tekfen.com.tr,Süresiz,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST KATILIM TUM / BIST MALİ / BIST 100 / BIST SÜRDÜRÜLEBİLİRLİK KATILIM / BIST HOLDİNG VE YATIRIM / BIST KATILIM 30 / BIST KATILIM 50 / BIST 500 / BIST KATILIM 100 / BIST İSTANBUL / BIST TÜM / BIST GERİ ALIM / BIST 100-30 / BIST YILDIZ / BIST SÜRDÜRÜLEBİLİRLİK 25 / BIST SÜRDÜRÜLEBİLİRLİK,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,YILDIZ PAZAR
TKNSA,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1607-teknosa-ic-ve-dis-ticaret-a-s,Carrefoursa Plaza Cevizli Mah. Tugay Yolu Cad. No:67 Blok B 34846 Maltepe-İstanbul,yatirimciiliskileri@teknosa.com,www.teknosa.com,"Şirketin müddeti sınırsızdır. Şirket Türk Ticaret Kanunu'nun ilgili hükümleri ile infisah eder ve fesih edilebilir. Şirket'in feshi ve infisah etmesi durumunda yapılacak muameleler Türk Ticaret Kanunu, Sermaye Piyasası Kanunu ve diğer ilgili mevzuat hükümleri çerçevesinde yürütülür.",DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST 100 / BIST TİCARET / BIST HİZMETLER / BIST 500 / BIST 100-30 / BIST TÜM / BIST YILDIZ,TOPTAN VE PERAKENDE TİCARET / PERAKENDE TİCARET,YILDIZ PAZAR
TMPOL,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,KAYSERİ,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2075-temapol-polimer-plastik-ve-insaat-sanayi-ticaret-a-s,Mimarsinan Organize Sanayi Bölgesi Mahallesi 5.Cadde No:9 Melikgazi/Kayseri,temapol@temapol.com.tr,www.temapol.com.tr,Süresiz,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,"BIST KİMYA, PETROL, PLASTİK / BIST KAYSERİ / BIST TÜM / BIST 500 / BIST SINAİ / BIST TÜM-100 / BIST ANA",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,ANA PAZAR
"TERA, TRA",TERA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,ULUSAL BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2464-tera-yatirim-menkul-degerler-a-s,Eski Büyükdere Caddesi İz Plaza Giz No:9 K:11 34398 Maslak / Sarıyer - İstanbul,yatirimciiliskileri@terayatirim.com --- operasyon@terayatirim.com --- teramenkul@hs01.kep.tr,www.terayatirim.com,Süresiz,ULUSAL BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST ARACI KURUM / BIST TÜM-100 / BIST HALKA ARZ / BIST 500 / BIST MALİ / BIST ANA / BIST TÜM,MALİ KURULUŞLAR / ARACI KURUMLAR,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA) / ANA PAZAR
TFNVK,TF VARLIK KİRALAMA A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1711-tf-varlik-kiralama-a-s,"İnkilap Mahallesi, Sokullu Caddesi, Türkiye Finans Blok Dış Kapı No:6 İç Kapı/Ofis No:5 Ümraniye/İstanbul",tfvarlikkiralama@tfvarlikkiralama.com.tr,www.tfvarlikkiralama.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA) / KESİN ALIM SATIM PAZARI
TGSAS,TGS DIŞ TİCARET A.Ş.,İSTANBUL,ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1613-tgs-dis-ticaret-a-s,Halkalı Merkez Mah. Basın Ekspres Yolu No:9 Capital Tower  Kat : 1 D:11/12/13/14 Küçükçekmece İSTANBUL TÜRKİYE,info@tgsas.com,www.tgsas.com,1999 Yılında kuruldu.,ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,BIST TİCARET / BIST TÜM / BIST İSTANBUL / BIST ANA / BIST TEMETTÜ / BIST 500 / BIST TÜM-100 / BIST HİZMETLER,TOPTAN VE PERAKENDE TİCARET / TOPTAN TİCARET,ANA PAZAR
TRYKI,TİRYAKİ AGRO GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2433-tiryaki-agro-gida-sanayi-ve-ticaret-a-s,3.Organize Sanayi Bölgesi 83313 Numaralı Cadde No:6-8 Şehitkamil-GAZİANTEP,info@tiryaki.com.tr,https://www.tiryaki.com.tr/,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
TOASO,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1096-tofas-turk-otomobil-fabrikasi-a-s,Büyükdere Caddesi Tofaş Han No: 145 Zincirlikuyu 34394 / İstanbul,borsa@tofas.com.tr,www.tofas.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,"BIST 30 / BIST 500 / BIST KURUMSAL YÖNETİM / BIST METAL EŞYA, MAKİNA / BIST TÜM / BIST 100 / BIST 50 / BIST TEMETTÜ / BIST SÜRDÜRÜLEBİLİRLİK 25 / BIST TEMETTÜ 25 / BIST SÜRDÜRÜLEBİLİRLİK / BIST SINAİ / BIST YILDIZ / BIST BURSA",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,YILDIZ PAZAR
TRGYO,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1524-torunlar-gayrimenkul-yatirim-ortakligi-a-s,Rüzgarlıbahçe Mahallesi Özalp Çıkmazı No: 4 34805 Beykoz/İstanbul,info@torunlargyo.com.tr,www.torunlargyo.com.tr,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST YILDIZ / BIST MALİ / BIST 500 / BIST TÜM / BIST TÜM-100 / BIST GAYRİMENKUL YAT. ORT.,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,YILDIZ PAZAR
TLMAN,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.,TRABZON,AKSİS ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4570-trabzon-liman-isletmeciligi-a-s,"İskenderpaşa  Mah., Rıhtım Sokak, No:13, TRABZON",yatirimciiliskileri@trabzonport.com.tr,www.trabzonport.com.tr,SÜRESİZ,AKSİS ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,BIST TÜM-100 / BIST ULAŞTIRMA / BIST ANA / BIST 500 / BIST HİZMETLER / BIST TÜM,ULAŞTIRMA VE DEPOLAMA / ULAŞTIRMA VE DEPOLAMA,ANA PAZAR
TSPOR,TRABZONSPOR SPORTİF YATIRIM VE FUTBOL İŞLETMECİLİĞİ TİCARET A.Ş.,TRABZON,ANY PARTNERS BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1400-trabzonspor-sportif-yatirim-ve-futbol-isletmeciligi-ticaret-a-s,"MEHMET ALİ YILMAZ TESİSLERİ, HAVAALANI ALTI ,TRABZON",info@trabzonspor.org.tr,trabzonspor.org.tr,SÜRESİZ,ANY PARTNERS BAĞIMSIZ DENETİM A.Ş.,BIST TÜM / BIST 500 / BIST HİZMETLER / BIST SPOR / BIST YILDIZ / BIST TÜM-100,EĞİTİM SAĞLIK SPOR VE EĞLENCE HİZMETLERİ / SPOR FAALİYETLERİ EĞLENCE VE OYUN FAALİYETLERİ,YILDIZ PAZAR
TDGYO,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4580-trend-gayrimenkul-yatirim-ortakligi-a-s,"Eğitim Mah. Poyraz Sk. Er Togay İş Merkezi No : 3 İç
Kapı No : 21 Kadıköy / İstanbul",info@trendgyo.com.tr,www.trendgyo.com.tr,Süresiz,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,BIST ANA / BIST 500 / BIST TÜM-100 / BIST TÜM / BIST GAYRİMENKUL YAT. ORT. / BIST MALİ / BIST KATILIM TUM,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,ANA PAZAR
"TRMEN, TVM",TRIVE YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1296-trive-yatirim-menkul-degerler-a-s,Reşitpaşa Mahallesi Eski Büyükdere Caddesi No: 2  İç kapı no: 6 Sarıyer / İstanbul,info@trive.com.tr,www.trive.com.tr,Süresiz,VİZYON GRUP BAĞIMSIZ DENETİM.A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
TSGYO,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1502-tskb-gayrimenkul-yatirim-ortakligi-a-s,Ömer Avni Mah. Karun Çıkmazı Sok. No:2 34427 Fındıklı-Beyoğlu/İstanbul,gyo@tskb.com.tr,www.tskbgyo.com.tr,Şirket sürekli faaliyet göstermek amacıyla kurulmuştur.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST MALİ / BIST TÜM-100 / BIST YILDIZ / BIST 500 / BIST TÜM / BIST GAYRİMENKUL YAT. ORT.,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,YILDIZ PAZAR
TUCLK,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2264-tugcelik-aluminyum-ve-metal-mamulleri-sanayi-ve-ticaret-a-s,Emek Mh. Nato Yolu No:282 Sancaktepe - İstanbul,tugcelik@tugcelik.com.tr ---   yatirimciiliskileri@tugcelik.com.tr,http://www.tugcelik.com.tr,Süresiz,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,BIST İSTANBUL / BIST SINAİ / BIST KATILIM TUM / BIST METAL ANA / BIST 500 / BIST TÜM-100 / BIST TÜM / BIST ANA,İMALAT / ANA METAL SANAYİ,ANA PAZAR
TUKAS,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.,İZMİR,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1101-tukas-gida-sanayi-ve-ticaret-a-s,Çaybaşı Mah. Aydın Cad. No:51 Torbalı / İZMİR,info@tukas.com.tr,www.tukas.com.tr,Süresiz,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,"BIST 100-30 / BIST İZMİR / BIST TÜM / BIST 100 / BIST KATILIM 50 / BIST YILDIZ / BIST KATILIM 100 / BIST KATILIM TUM / BIST 500 / BIST GIDA, İÇECEK / BIST SINAİ","İMALAT / GIDA, İÇECEK VE TÜTÜN",YILDIZ PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
TRCAS,TURCAS PETROL A.Ş.,İSTANBUL,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1102-turcas-petrol-a-s,Maslak Mah. AOS 55. Sk. 42 Maslak A Blok No 2 İç Kapı No 7 Sarıyer / İstanbul,IR@turcas.com.tr,www.turcas.com.tr,Süresizdir,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST HOLDİNG VE YATIRIM / BIST 500 / BIST YILDIZ / BIST MALİ / BIST İSTANBUL / BIST KURUMSAL YÖNETİM / BIST TÜM / BIST TÜM-100,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,YILDIZ PAZAR
TUREX,TUREKS TURİZM TAŞIMACILIK A.Ş.,İSTANBUL,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/3986-tureks-turizm-tasimacilik-a-s,Mehmet Akif Mahallesi 2.Akarsu Sokak Tureks Plaza Blok No:4 İç Kapı No:1 Küçükçekmece / İSTANBUL,info@turexturizm.com.tr,www.turexturizm.com.tr,Süresiz,EREN BAĞIMSIZ DENETİM A.Ş.,BIST ULAŞTIRMA / BIST 500 / BIST KATILIM TUM / BIST TÜM-100 / BIST YILDIZ / BIST TÜM / BIST İSTANBUL / BIST HİZMETLER,ULAŞTIRMA VE DEPOLAMA / ULAŞTIRMA VE DEPOLAMA,YILDIZ PAZAR
MARBL,TUREKS TURUNÇ MADENCİLİK İÇ VE DIŞ TİCARET A.Ş.,AFYONKARAHİSAR,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4355-tureks-turunc-madencilik-ic-ve-dis-ticaret-a-s,ORGANİZE SANAYİ BÖLGESİ 1. CD. 5. SK. NO:8 AFYONKARAHİSAR,yatirimci@marblesystemstureks.com.tr,www.marblesystemstureks.com.tr,Süresiz,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,"BIST TAŞ, TOPRAK / BIST TÜM / BIST 500 / BIST KATILIM TUM / BIST TÜM-100 / BIST ANA / BIST HALKA ARZ / BIST SINAİ",İMALAT / TAŞ VE TOPRAĞA DAYALI,ANA PAZAR
TRKFN,TURK FİNANSMAN A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4952-turk-finansman-a-s,"Ünalan, Derem Sk. No:9/2, 34700 Üsküdar/İstanbul",kapkredim@turkfinansman.com.tr,https://www.kredim.com.tr/,5,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
TRILC,TURK İLAÇ VE SERUM SANAYİ A.Ş.,ANKARA,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5263-turk-ilac-ve-serum-sanayi-a-s,Büğdüz Mahallesi Enverpaşa Caddesi No:8 AKYURT/ANKARA,info@turkilac.com.tr,www.turkilac.com.tr,SÜRESİZ,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,"BIST KATILIM TUM / BIST KİMYA, PETROL, PLASTİK / BIST ANKARA / BIST TÜM-100 / BIST TÜM / BIST 500 / BIST ANA / BIST SINAİ",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,ANA PAZAR
FNCLL,TURKCELL FİNANSMAN A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4112-turkcell-finansman-a-s,"Meşrutiyet Cad. No.71 Turkcell Plaza, Tepebaşı Beyoğlu / İSTANBUL",info@financell.com.tr,http://www.financell.com.tr/,Süresiz,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1103-turkcell-iletisim-hizmetleri-a-s,"Aydınevler Mah. İnönü Cad. No:20 Küçükyalı Ofispark, Maltepe, İstanbul",investor.relations@turkcell.com.tr --- musteri.hizmetleri@turkcell.com.tr,www.turkcell.com.tr,Süresiz,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST TEMETTÜ / BIST 100 / BIST İLETİŞİM / BIST TÜM / BIST İSTANBUL / BIST 30 / BIST SÜRDÜRÜLEBİLİRLİK / BIST SÜRDÜRÜLEBİLİRLİK 25 / BIST YILDIZ / BIST GERİ ALIM / BIST BANKA DIŞI LİKİT 10 / BIST 500 / BIST TEMETTÜ 25 / BIST HİZMETLER / BIST 50,BİLGİ VE İLETİŞİM / TELEKOMÜNİKASYON,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA) / YILDIZ PAZAR
"TBA, TRKSH",TURKISH BANK A.Ş.,İSTANBUL,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2201-turkish-bank-a-s,Valikonağı Cad. No:1 / 34371 Nişantaşı / İstanbul,mim@turkishbank.com,www.turkishbank.com.tr,Süresiz,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
